taxon_oid,Ecosystem Subtype,Latitude,Longitude,Origin,Plasmid Count,Ecosystem Subtype Custom
3300044459,Watershed,38.98,-107.07,Meta,2,Other
3300046473,Rhizosphere,46.12,-123.27,Meta,57,Rhizosphere
3300027907,Rhizosphere,35.84,-83.96,Meta,35,Rhizosphere
3300052899,Temperate forest,39.94,-105.94,Meta,6,Temperate forest
3300046483,Peat,68.35,19.04,Meta,1,Peat
3300025927,Rhizosphere,42.39,-85.37,Meta,31,Rhizosphere
3300042825,Floodplain,38.92,-106.95,Meta,3,Other
3300005445,Rhizosphere,42.39,-85.37,Meta,57,Rhizosphere
3300012900,Agricultural land,43.3,-89.38,Meta,2,Agricultural land
3300046703,Peat,68.35,19.04,Meta,8,Peat
3300006163,Rhizosphere,42.48,-85.45,Meta,6,Rhizosphere
3300046400,Temperate forest,35.69,-83.5,Meta,3,Temperate forest
3300049323,Watershed,38.98,-107.04,Meta,1,Other
3300042531,Rhizosphere,41.95,-103.7,Meta,19,Rhizosphere
3300060854,Tropical forest,17.97,-66.86,Meta,23,Tropical forest
3300046780,Agricultural land,46.12,-123.27,Meta,38,Agricultural land
3300026981,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300043485,Watershed,38.92,-106.95,Meta,1,Other
3300011249,Unclassified,79.48,12.09,Meta,10,Unclassified
3300043475,Watershed,38.92,-106.95,Meta,3,Other
3300061536,Grasslands,33.41,-97.59,Meta,236,Grasslands
3300020864,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300042981,Unclassified,37.27,127.9,Meta,23,Unclassified
3300048988,Unclassified,40.44,-106.05,Meta,8,Unclassified
3300005842,Rhizosphere,42.39,-85.37,Meta,80,Rhizosphere
3300049665,Rhizosphere,37.85,-122.29,Meta,8,Rhizosphere
3300039664,Unclassified,-41.53,145.9,Meta,23,Unclassified
3300014326,Rhizosphere,42.39,-85.37,Meta,27,Rhizosphere
3300039505,Unclassified,40.8,-76.34,Meta,27,Unclassified
3300050028,Peat,68.35,19.05,Meta,206,Peat
3300002741,Unclassified,35.91,-79.05,Meta,40,Unclassified
3300020848,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300025922,Rhizosphere,42.39,-85.37,Meta,69,Rhizosphere
3300043480,Watershed,38.96,-106.99,Meta,4,Other
3300049706,Rhizosphere,37.85,-122.29,Meta,7,Rhizosphere
3300047653,Peat,68.36,19.05,Meta,125,Peat
3300043666,Watershed,38.99,-107.06,Meta,13,Other
3300043783,Temperate forest,42.3,-72.12,Meta,60,Temperate forest
3300061211,Shrubland,40.19,-112.47,Meta,93,Other
3300044481,Unclassified,35.79,-78.64,Meta,1,Unclassified
3300020939,Temperate forest,42.48,-72.18,Meta,6,Temperate forest
3300061734,Rhizosphere,29.41,-82.18,Meta,8,Rhizosphere
3300018465,Riparian zone,33.59,-109.14,Meta,8,Other
3300012905,Agricultural land,43.3,-89.38,Meta,2,Agricultural land
3300047090,Agricultural land,46.12,-123.27,Meta,33,Agricultural land
2209111006,Rhizosphere,35.9,-79.05,Meta,1,Rhizosphere
3300020579,Temperate forest,42.48,-72.18,Meta,71,Temperate forest
3300035178,Agricultural land,57.19,-2.21,Meta,2,Agricultural land
3300042820,Floodplain,38.92,-106.95,Meta,4,Other
3300005440,Rhizosphere,42.39,-85.37,Meta,17,Rhizosphere
3300020614,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300039933,Boreal forest/Taiga,60.23,25.01,Meta,8,Other
3300036784,Temperate forest,-33.6,150.0,Meta,40,Temperate forest
3300049138,Unclassified,35.88,-106.3,Meta,68,Unclassified
3300026959,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300046838,Agricultural land,46.12,-123.27,Meta,41,Agricultural land
3300030735,Rhizosphere,-27.57,151.86,Meta,4,Rhizosphere
3300020582,Temperate forest,42.48,-72.18,Meta,74,Temperate forest
3300035725,Rhizosphere,46.11,-122.99,Meta,29,Rhizosphere
3300021178,Temperate forest,42.48,-72.18,Meta,109,Temperate forest
3300037475,Grasslands,41.9,-89.36,Meta,7,Grasslands
3300042130,Rhizosphere,41.18,-98.0,Meta,1,Rhizosphere
3300027842,Unclassified,40.8,-76.34,Meta,14,Unclassified
3300020908,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300045253,Temperate forest,47.55,-92.3,Meta,12,Temperate forest
3300046511,Rhizosphere,46.12,-123.27,Meta,65,Rhizosphere
3300050242,Agricultural land,43.3,-89.33,Meta,211,Agricultural land
3300021441,Rhizosphere,-19.28,-43.59,Meta,2,Rhizosphere
3300046680,Rhizosphere,46.12,-123.27,Meta,142,Rhizosphere
3300025929,Rhizosphere,42.48,-85.45,Meta,44,Rhizosphere
3300049196,Grasslands,38.53,-121.78,Meta,3,Grasslands
3300050010,Peat,68.35,19.05,Meta,158,Peat
3300039691,Agricultural land,44.62,-123.22,Meta,1,Agricultural land
3300027909,Tree plantation,35.84,-83.96,Meta,95,Other
3300044457,Watershed,38.98,-107.01,Meta,4,Other
3300060337,Watershed,38.91,-107.03,Meta,9,Other
3300049001,Temperate forest,33.7,-117.47,Meta,53,Temperate forest
3300031595,Rhizosphere,47.65,-122.3,Meta,27,Rhizosphere
3300020891,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300049792,Temperate forest,35.88,-106.53,Meta,2,Temperate forest
3300046809,Rhizosphere,46.12,-123.27,Meta,108,Rhizosphere
3300031562,Agricultural land,39.65,-79.94,Meta,2,Agricultural land
3300049336,Agricultural land,38.55,-121.87,Meta,3,Agricultural land
3300048794,Peat,68.35,19.04,Meta,64,Peat
3300020932,Temperate forest,42.48,-72.18,Meta,7,Temperate forest
3300043162,Temperate forest,42.53,-72.19,Meta,52,Temperate forest
3300050512,Rhizosphere,35.84,-83.96,Meta,19,Rhizosphere
3300036801,Temperate forest,37.0,-122.2,Meta,61,Temperate forest
3300050015,Peat,68.35,19.05,Meta,28,Peat
3300039566,Unclassified,63.88,-149.23,Meta,3,Unclassified
3300001475,Temperate forest,39.24,-121.28,Meta,4,Temperate forest
3300043683,Watershed,38.98,-107.06,Meta,2,Other
3300043673,Watershed,38.99,-107.06,Meta,90,Other
3300040145,Boreal forest/Taiga,47.53,18.9,Meta,1,Other
3300039926,Unclassified,-41.76,147.17,Meta,1,Unclassified
3300046654,Peat,68.35,19.04,Meta,16,Peat
3300031164,Riparian zone,46.63,-120.53,Meta,5,Other
3300039411,Paddy field/soil,125.18,43.71,Meta,4,Other
3300009100,Tree plantation,35.84,-83.96,Meta,39,Other
3300012840,Grasslands,43.07,-89.4,Meta,42,Grasslands
3300020080,Rhizosphere,42.39,-85.37,Meta,1,Rhizosphere
3300042135,Rhizosphere,41.95,-103.7,Meta,1,Rhizosphere
3300052931,Temperate forest,40.99,-106.61,Meta,3,Temperate forest
3300005578,Rhizosphere,42.39,-85.37,Meta,114,Rhizosphere
3300045966,Tropical forest,32.58,-110.85,Meta,11,Tropical forest
3300049797,Temperate forest,35.88,-106.53,Meta,12,Temperate forest
3300060709,Desert,31.8,-110.91,Meta,40,Other
3300046675,Rhizosphere,46.12,-123.27,Meta,81,Rhizosphere
3300046685,Peat,68.35,19.04,Meta,6,Peat
3300042818,Floodplain,38.92,-106.95,Meta,9,Other
3300020937,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300048811,Peat,68.35,19.05,Meta,46,Peat
3300030635,Orchard,48.36,5.74,Meta,1,Other
3300046469,Shrubland,27.19,-81.36,Meta,3,Other
3300035118,Rhizosphere,46.11,-122.99,Meta,18,Rhizosphere
3300046557,Rhizosphere,46.12,-123.27,Meta,81,Rhizosphere
3300061537,Grasslands,33.4,-97.57,Meta,112,Grasslands
3300005355,Rhizosphere,42.39,-85.37,Meta,68,Rhizosphere
3300060665,Temperate forest,36.98,-119.04,Meta,21,Temperate forest
3300047661,Peat,68.35,19.05,Meta,266,Peat
3300043344,Watershed,38.99,-107.0,Meta,3,Other
3300020998,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300039884,Unclassified,-30.19,120.64,Meta,1,Unclassified
3300004153,Grasslands,38.99,-123.07,Meta,1,Grasslands
3300046693,Temperate forest,38.91,-120.66,Meta,7,Temperate forest
3300041810,Grasslands,38.98,-106.97,Meta,1,Grasslands
3300064768,Agricultural land,55.45,-117.12,Meta,2,Agricultural land
3300020674,Temperate forest,42.48,-72.18,Meta,5,Temperate forest
3300036714,Agricultural land,23.16,113.23,Meta,22,Agricultural land
3300046715,Agricultural land,44.59,-123.19,Meta,24,Agricultural land
3300039513,Boreal forest/Taiga,65.16,-147.49,Meta,43,Other
3300021372,Grasslands,-19.28,-43.59,Meta,4,Grasslands
3300025926,Rhizosphere,42.39,-85.37,Meta,7,Rhizosphere
3300039855,Unclassified,40.82,-104.75,Meta,1,Unclassified
3300049199,Grasslands,38.53,-121.78,Meta,14,Grasslands
3300020801,Temperate forest,42.48,-72.18,Meta,6,Temperate forest
3300022899,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300009162,Tree plantation,35.84,-83.96,Meta,13,Other
3300043662,Watershed,38.95,-107.07,Meta,1,Other
3300043100,Temperate forest,42.3,-72.12,Meta,31,Temperate forest
3300020655,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300042144,Rhizosphere,41.18,-98.0,Meta,3,Rhizosphere
3300021439,Grasslands,-19.28,-43.59,Meta,2,Grasslands
3300010376,Tropical forest,9.11,-79.84,Meta,76,Tropical forest
3300040259,Boreal forest/Taiga,61.01,25.66,Meta,3,Other
3300039569,Unclassified,-16.1,145.45,Meta,1,Unclassified
3300041799,Grasslands,38.99,-107.07,Meta,1,Grasslands
3300048069,Peat,68.35,19.05,Meta,6,Peat
3300009094,Rhizosphere,35.84,-83.96,Meta,38,Rhizosphere
3300044691,Unclassified,40.37,-106.1,Meta,124,Unclassified
3300054983,Grasslands,46.92,-120.66,Meta,24,Grasslands
3300054973,Peat,68.36,19.04,Meta,156,Peat
3300040972,Unclassified,13.51,-89.3,Meta,3,Unclassified
3300020650,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300044764,Watershed,38.96,-107.03,Meta,14,Other
3300051200,Agricultural land,45.27,-97.84,Meta,111,Agricultural land
3300061640,Temperate forest,40.05,-105.57,Meta,119,Temperate forest
3300056744,Agricultural land,46.25,-119.73,Meta,8,Agricultural land
3300043368,Watershed,38.98,-107.04,Meta,2,Other
3300049707,Rhizosphere,37.85,-122.29,Meta,8,Rhizosphere
3300020923,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300031456,Unclassified,45.92,-120.7,Meta,69,Unclassified
3300021024,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300028440,Desert,33.3,-116.25,Meta,2,Other
3300046710,Peat,68.35,19.04,Meta,4,Peat
3300043667,Watershed,38.99,-107.06,Meta,5,Other
3300012913,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300047509,Temperate forest,47.55,-92.3,Meta,65,Temperate forest
3300005518,Rhizosphere,42.39,-85.37,Meta,74,Rhizosphere
3300052896,Temperate forest,40.99,-106.61,Meta,3,Temperate forest
3300049197,Grasslands,38.53,-121.78,Meta,7,Grasslands
3300044456,Watershed,38.99,-107.0,Meta,3,Other
3300046490,Peat,68.35,19.04,Meta,9,Peat
3300044814,Unclassified,40.44,-106.05,Meta,36,Unclassified
3300000535,Unclassified,42.41,-85.38,Meta,2,Unclassified
3300025933,Rhizosphere,42.39,-85.37,Meta,72,Rhizosphere
3300035120,Rhizosphere,46.11,-122.99,Meta,7,Rhizosphere
3300032211,Agricultural land,39.65,-79.94,Meta,2,Agricultural land
3300049451,Agricultural land,44.59,-123.19,Meta,13,Agricultural land
3300020774,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300046615,Rhizosphere,44.59,-123.19,Meta,19,Rhizosphere
3300035678,Temperate forest,39.04,-120.44,Meta,82,Temperate forest
3300020784,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300043501,Watershed,38.92,-106.95,Meta,2,Other
3300040252,Boreal forest/Taiga,47.54,19.02,Meta,1,Other
3300022467,Rhizosphere,42.39,-85.37,Meta,8,Rhizosphere
3300046559,Rhizosphere,46.12,-123.27,Meta,73,Rhizosphere
3300039595,Unclassified,-42.43,146.7,Meta,3,Unclassified
3300036848,Agricultural land,26.66,-80.63,Meta,1,Agricultural land
3300030744,Rhizosphere,-27.57,151.86,Meta,14,Rhizosphere
3300039471,Unclassified,40.8,-76.34,Meta,5,Unclassified
3300039481,Unclassified,40.8,-76.34,Meta,19,Unclassified
3300041419,Unclassified,22.98,72.57,Meta,7,Unclassified
3300019936,Palsa,68.35,19.01,Meta,1,Other
3300031691,Rhizosphere,30.26,-88.24,Meta,7,Rhizosphere
3300043613,Watershed,38.94,-107.01,Meta,1,Other
3300049048,Grasslands,38.53,-121.78,Meta,23,Grasslands
3300043493,Watershed,38.91,-107.03,Meta,5,Other
3300049192,Grasslands,38.53,-121.78,Meta,27,Grasslands
3300049165,Unclassified,35.88,-106.3,Meta,121,Unclassified
3300048090,Rhizosphere,44.59,-123.19,Meta,15,Rhizosphere
3300045967,Tropical forest,32.58,-110.85,Meta,10,Tropical forest
3300022892,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300036864,Agricultural land,41.17,-96.41,Meta,71,Agricultural land
3300023260,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300050231,Agricultural land,41.84,-88.23,Meta,110,Agricultural land
3300049796,Temperate forest,35.88,-106.54,Meta,21,Temperate forest
3300005434,Rhizosphere,42.48,-85.45,Meta,16,Rhizosphere
3300043669,Watershed,38.97,-107.07,Meta,2,Other
3300021432,Temperate forest,42.48,-72.18,Meta,81,Temperate forest
3300027992,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300020936,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300020750,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300027965,Unclassified,40.8,-76.34,Meta,125,Unclassified
3300046495,Peat,68.35,19.04,Meta,4,Peat
3300028721,Floodplain,38.92,-106.95,Meta,8,Other
3300046462,Rhizosphere,46.12,-123.27,Meta,90,Rhizosphere
3300039459,Grasslands,34.98,-97.52,Meta,9,Grasslands
3300046728,Temperate forest,38.91,-120.66,Meta,14,Temperate forest
3300020941,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300039927,Unclassified,-34.02,140.71,Meta,1,Unclassified
3300000364,Grasslands,39.0,-77.1,Meta,21,Grasslands
3300003323,Unclassified,-19.73,147.18,Meta,155,Unclassified
3300045020,Temperate forest,42.3,-72.12,Meta,69,Temperate forest
3300042122,Rhizosphere,41.95,-103.7,Meta,4,Rhizosphere
3300028824,Floodplain,38.92,-106.95,Meta,10,Other
3300026839,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300042839,Floodplain,38.92,-106.95,Meta,8,Other
3300047321,Rhizosphere,46.12,-123.27,Meta,145,Rhizosphere
3300039515,Unclassified,-14.2,135.72,Meta,8,Unclassified
3300040721,Unclassified,35.69,-83.5,Meta,1,Unclassified
3300041406,Rhizosphere,41.89,-103.69,Meta,7,Rhizosphere
3300038400,Agricultural land,40.06,-88.21,Meta,22,Agricultural land
3300049689,Rhizosphere,37.85,-122.29,Meta,1,Rhizosphere
3300049679,Rhizosphere,37.85,-122.29,Meta,28,Rhizosphere
3300020653,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300050509,Rhizosphere,35.84,-83.96,Meta,32,Rhizosphere
3300060663,Grasslands,39.1,-96.56,Meta,23,Grasslands
3300051203,Agricultural land,43.3,-89.33,Meta,5,Agricultural land
3300061643,Tropical forest,17.97,-66.85,Meta,19,Tropical forest
3300046410,Temperate forest,35.68,-83.48,Meta,1,Temperate forest
3300045915,Tropical forest,32.58,-110.85,Meta,7,Tropical forest
3300046817,Agricultural land,46.12,-123.27,Meta,68,Agricultural land
3300037490,Temperate forest,42.53,-72.19,Meta,95,Temperate forest
3300005353,Rhizosphere,42.39,-85.37,Meta,73,Rhizosphere
3300020920,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300046713,Agricultural land,46.12,-123.27,Meta,22,Agricultural land
3300049777,Rhizosphere,37.85,-122.29,Meta,6,Rhizosphere
3300041550,Agricultural land,-43.65,172.34,Meta,1,Agricultural land
3300046695,Temperate forest,38.91,-120.66,Meta,3,Temperate forest
3300045910,Tropical forest,32.58,-110.85,Meta,16,Tropical forest
3300021042,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300040201,Grasslands,-26.69,27.09,Meta,2,Grasslands
3300036856,Tropical forest,-34.5,150.0,Meta,36,Tropical forest
3300046690,Rhizosphere,46.12,-123.27,Meta,122,Rhizosphere
3300020925,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300044656,Rhizosphere,14.75,-16.85,Meta,47,Rhizosphere
3300010046,Tropical forest,9.11,-79.84,Meta,14,Tropical forest
3300049438,Tropical forest,9.18,-79.83,Meta,1,Tropical forest
3300039510,Unclassified,63.88,-149.23,Meta,5,Unclassified
3300043628,Watershed,38.98,-107.04,Meta,2,Other
3300032022,Temperate forest,44.45,8.78,Meta,2,Temperate forest
3300039671,Unclassified,-35.15,150.74,Meta,1,Unclassified
3300039681,Unclassified,63.88,-145.75,Meta,1,Unclassified
3300046812,Agricultural land,46.12,-123.27,Meta,36,Agricultural land
3300044711,Agricultural land,42.41,-85.4,Meta,14,Agricultural land
3300027986,Unclassified,40.8,-76.34,Meta,46,Unclassified
3300010399,Unclassified,42.39,-85.37,Meta,17,Unclassified
3300049716,Peat,68.35,19.05,Meta,11,Peat
3300048774,Peat,68.35,19.05,Meta,153,Peat
3300048784,Peat,68.35,19.05,Meta,50,Peat
3300020881,Temperate forest,42.48,-72.18,Meta,6,Temperate forest
3300020871,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300049782,Unclassified,35.88,-106.3,Meta,62,Unclassified
3300029636,Temperate forest,42.48,-72.18,Meta,12,Temperate forest
3300025711,Rhizosphere,42.39,-85.37,Meta,249,Rhizosphere
3300020857,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300049011,Grasslands,38.53,-121.78,Meta,4,Grasslands
3300031711,Rhizosphere,47.65,-122.3,Meta,47,Rhizosphere
3300049779,Rhizosphere,37.85,-122.29,Meta,5,Rhizosphere
3300017792,Rhizosphere,42.39,-85.37,Meta,165,Rhizosphere
3300025935,Rhizosphere,42.39,-85.37,Meta,50,Rhizosphere
3300043208,Temperate forest,42.53,-72.19,Meta,7,Temperate forest
3300020069,Rhizosphere,42.39,-85.37,Meta,2,Rhizosphere
3300042837,Floodplain,38.92,-106.95,Meta,19,Other
3300021478,Temperate forest,42.48,-72.18,Meta,94,Temperate forest
3300037469,Agricultural land,42.01,-93.74,Meta,13,Agricultural land
3300020918,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300046501,Rhizosphere,44.59,-123.19,Meta,260,Rhizosphere
3300039759,Unclassified,-23.25,132.64,Meta,1,Unclassified
3300046795,Botanical garden,44.59,-123.19,Meta,3,Other
3300036794,Temperate forest,-34.5,150.0,Meta,10,Temperate forest
3300050507,Rhizosphere,35.84,-83.96,Meta,50,Rhizosphere
3300003320,Unclassified,-19.73,147.18,Meta,158,Unclassified
3300049751,Agricultural land,38.55,-121.87,Meta,7,Agricultural land
3300045142,Agricultural land,14.75,-16.85,Meta,16,Agricultural land
3300020852,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300048801,Peat,68.35,19.04,Meta,11,Peat
3300050345,Peat,68.35,19.05,Meta,60,Peat
3300046493,Peat,68.35,19.04,Meta,19,Peat
3300025930,Unclassified,42.39,-85.37,Meta,18,Unclassified
3300042435,Rhizosphere,41.89,-103.69,Meta,12,Rhizosphere
3300010397,Unclassified,42.39,-85.37,Meta,33,Unclassified
3300005541,Unclassified,40.8,-76.34,Meta,35,Unclassified
3300046790,Agricultural land,44.59,-123.19,Meta,1,Agricultural land
3300045928,Tropical forest,32.58,-110.85,Meta,8,Tropical forest
3300044756,Watershed,38.98,-107.07,Meta,1,Other
3300015265,Rhizosphere,41.16,-96.68,Meta,74,Rhizosphere
3300033551,Agricultural land,42.67,-77.03,Meta,12,Agricultural land
3300046669,Temperate forest,38.91,-120.66,Meta,1,Temperate forest
3300053644,Grasslands,46.92,-120.66,Meta,41,Grasslands
3300048998,Temperate forest,33.67,-117.46,Meta,32,Temperate forest
3300042832,Floodplain,38.92,-106.95,Meta,14,Other
3300039968,Boreal forest/Taiga,60.22,25.02,Meta,10,Other
3300005536,Rhizosphere,42.39,-85.37,Meta,40,Rhizosphere
3300050005,Rhizosphere,37.85,-122.29,Meta,2,Rhizosphere
3300010360,Tropical forest,9.11,-79.84,Meta,8,Tropical forest
3300060895,Temperate forest,37.06,-118.99,Meta,67,Temperate forest
3300043610,Watershed,38.94,-107.01,Meta,7,Other
3300021031,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300046454,Rhizosphere,46.12,-123.27,Meta,91,Rhizosphere
3300049057,Grasslands,38.53,-121.78,Meta,6,Grasslands
3300038557,Desert,34.11,-115.48,Meta,103,Other
3300049182,Grasslands,38.53,-121.78,Meta,49,Grasslands
3300043483,Watershed,38.92,-106.95,Meta,2,Other
3300049172,Unclassified,35.88,-106.3,Meta,154,Unclassified
3300043473,Watershed,38.91,-107.03,Meta,3,Other
3300046816,Agricultural land,46.12,-123.27,Meta,31,Agricultural land
3300047650,Peat,68.36,19.05,Meta,218,Peat
3300041514,Agricultural land,-43.65,172.34,Meta,7,Agricultural land
3300012821,Unclassified,43.07,-89.4,Meta,20,Unclassified
3300031086,Temperate forest,45.76,-113.91,Meta,1,Temperate forest
3300043770,Watershed,38.96,-106.98,Meta,1,Other
3300049663,Rhizosphere,37.85,-122.29,Meta,29,Rhizosphere
3300060883,Temperate forest,37.06,-118.99,Meta,106,Temperate forest
3300049776,Rhizosphere,37.85,-122.29,Meta,13,Rhizosphere
3300039503,Unclassified,63.88,-149.23,Meta,5,Unclassified
3300027035,Tropical forest,18.0,-65.0,Meta,2,Tropical forest
3300041777,Grasslands,38.97,-106.98,Meta,1,Grasslands
3300018419,Tropical forest,9.11,-79.84,Meta,2,Tropical forest
3300047093,Agricultural land,44.59,-123.19,Meta,2,Agricultural land
3300021046,Unclassified,40.69,-77.92,Meta,7,Unclassified
3300026823,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300046475,Rhizosphere,46.12,-123.27,Meta,14,Rhizosphere
3300041800,Grasslands,38.92,-107.04,Meta,1,Grasslands
3300041407,Rhizosphere,41.89,-103.69,Meta,122,Rhizosphere
3300031240,Rhizosphere,47.65,-122.3,Meta,13,Rhizosphere
3300046485,Peat,68.35,19.04,Meta,24,Peat
3300042823,Floodplain,38.92,-106.95,Meta,15,Other
3300036852,Agricultural land,41.17,-96.41,Meta,69,Agricultural land
3300037511,Greenhouse,36.0,-78.0,Meta,31,Other
3300028145,Temperate forest,40.44,-87.03,Meta,1,Temperate forest
3300012985,Agricultural land,42.45,-76.38,Meta,24,Agricultural land
3300010042,Grasslands,38.87,-122.43,Meta,15,Grasslands
3300044652,Agricultural land,14.75,-16.85,Meta,9,Agricultural land
3300045975,Tropical forest,32.58,-110.85,Meta,29,Tropical forest
3300046480,Peat,68.35,19.04,Meta,8,Peat
3300049052,Grasslands,38.53,-121.78,Meta,27,Grasslands
3300007076,Rhizosphere,35.84,-83.96,Meta,13,Rhizosphere
3300046700,Peat,68.35,19.04,Meta,14,Peat
3300049177,Tropical forest,9.18,-79.83,Meta,2,Tropical forest
3300049187,Grasslands,38.53,-121.78,Meta,60,Grasslands
3300049717,Peat,68.35,19.05,Meta,20,Peat
3300020794,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300046403,Temperate forest,35.68,-83.48,Meta,5,Temperate forest
3300049320,Agricultural land,38.55,-121.87,Meta,3,Agricultural land
3300021420,Temperate forest,42.48,-72.18,Meta,128,Temperate forest
3300046783,Agricultural land,44.59,-123.19,Meta,3,Agricultural land
3300039575,Unclassified,-31.86,126.98,Meta,2,Unclassified
3300049574,Rhizosphere,29.41,-82.17,Meta,246,Rhizosphere
3300049584,Rhizosphere,29.41,-82.18,Meta,26,Rhizosphere
3300039585,Unclassified,63.88,-149.21,Meta,1,Unclassified
3300036857,Agricultural land,26.65,-80.63,Meta,184,Agricultural land
3300040029,Agricultural land,40.08,-88.24,Meta,1,Agricultural land
3300025944,Rhizosphere,42.39,-85.37,Meta,19,Rhizosphere
3300040999,Paddy field/soil,45.32,8.37,Meta,10,Other
3300005539,Rhizosphere,42.39,-85.37,Meta,119,Rhizosphere
3300053168,Unclassified,35.88,-106.3,Meta,192,Unclassified
3300060651,Temperate forest,36.99,-119.02,Meta,7,Temperate forest
3300047655,Peat,68.36,19.05,Meta,225,Peat
3300039491,Unclassified,63.88,-149.23,Meta,3,Unclassified
3300010047,Tropical forest,9.11,-79.84,Meta,12,Tropical forest
3300042836,Floodplain,38.92,-106.95,Meta,14,Other
3300049460,Rhizosphere,44.59,-123.19,Meta,178,Rhizosphere
3300006880,Rhizosphere,35.84,-83.96,Meta,45,Rhizosphere
3300044671,Unclassified,14.75,-16.85,Meta,4,Unclassified
3300043680,Watershed,38.98,-107.07,Meta,1,Other
3300005532,Unclassified,40.8,-76.34,Meta,88,Unclassified
3300031944,Agricultural land,39.65,-79.94,Meta,2,Agricultural land
3300045284,Temperate forest,46.31,-92.3,Meta,11,Temperate forest
3300050506,Tree plantation,35.84,-83.96,Meta,10,Other
3300049763,Rhizosphere,37.85,-122.29,Meta,2,Rhizosphere
3300049676,Rhizosphere,37.85,-122.29,Meta,1,Rhizosphere
3300049686,Rhizosphere,37.85,-122.29,Meta,10,Rhizosphere
3300012843,Unclassified,43.07,-89.4,Meta,27,Unclassified
3300049059,Grasslands,38.53,-121.78,Meta,13,Grasslands
3300060779,Temperate forest,45.82,-122.0,Meta,58,Temperate forest
3300050224,Agricultural land,41.84,-88.23,Meta,5,Agricultural land
3300037473,Greenhouse,36.0,-78.0,Meta,25,Other
3300042841,Floodplain,38.92,-106.95,Meta,13,Other
3300020856,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300048939,Watershed,38.96,-106.99,Meta,6,Other
3300039656,Unclassified,-39.94,144.12,Meta,2,Unclassified
3300059829,Temperate forest,35.68,-83.48,Meta,2,Temperate forest
3300020761,Temperate forest,42.48,-72.18,Meta,6,Temperate forest
3300050455,Unclassified,46.24,-122.17,Meta,1,Unclassified
3300006854,Tree plantation,35.84,-83.96,Meta,21,Other
3300036859,Agricultural land,41.17,-96.41,Meta,99,Agricultural land
3300018476,Riparian zone,45.64,-110.57,Meta,16,Other
3300005537,Unclassified,40.8,-76.34,Meta,102,Unclassified
3300034268,Temperate forest,38.78,-120.3,Meta,18,Temperate forest
3300043654,Watershed,38.99,-107.06,Meta,20,Other
2209111019,Grasslands,51.8,-0.37,Meta,4,Grasslands
3300044659,Unclassified,14.75,-16.85,Meta,3,Unclassified
3300046673,Peat,68.35,19.05,Meta,197,Peat
3300046683,Rhizosphere,46.12,-123.27,Meta,13,Rhizosphere
3300050013,Peat,68.35,19.05,Meta,189,Peat
3300044515,Watershed,38.93,-106.97,Meta,49,Other
3300039464,Grasslands,34.98,-97.52,Meta,6,Grasslands
3300049189,Grasslands,38.53,-121.78,Meta,7,Grasslands
3300050474,Unclassified,46.24,-122.17,Meta,10,Unclassified
3300049179,Grasslands,38.53,-121.78,Meta,6,Grasslands
3300054568,Pasture,39.0,-123.07,Meta,5,Other
3300049719,Peat,68.35,19.05,Meta,77,Peat
3300010396,Unclassified,42.39,-85.37,Meta,218,Unclassified
3300043675,Watershed,38.99,-107.06,Meta,46,Other
3300043367,Watershed,38.98,-107.04,Meta,1,Other
